Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1768757527,30,,Aggregated,23.600000,0.000000,6,7,7,7,8,10,11,13,26,26,26,720,0,6,6.637954999999035,4.090700000233483,26.05790000052366,500.0208333333333
1768757528,30,,Aggregated,23.600000,0.000000,6,7,7,7,8,10,11,13,26,26,26,745,0,6,6.62223382550409,4.090700000233483,26.05790000052366,496.0255033557047
1768757529,30,,Aggregated,23.900000,0.000000,6,7,7,7,8,10,11,13,26,26,26,768,0,6,6.617388541670266,4.090700000233483,26.05790000052366,493.9036458333333
1768757530,30,,Aggregated,24.300000,0.000000,6,7,7,7,8,10,11,14,29,29,29,795,0,6,6.658311698119173,4.090700000233483,28.55219999946712,491.96100628930816
1768757531,30,,Aggregated,24.100000,0.000000,6,7,7,7,8,10,11,13,29,29,29,822,0,6,6.650845133831276,4.090700000233483,28.55219999946712,497.74695863746956
1768757532,30,,Aggregated,24.200000,0.000000,6,7,7,7,8,10,11,14,29,29,29,846,0,6,6.66247033097478,4.090700000233483,28.55219999946712,497.55555555555554
1768757533,30,,Aggregated,24.600000,0.000000,6,7,7,7,8,9,11,14,29,29,29,873,0,6,6.667209507449003,4.090700000233483,28.55219999946712,498.4032073310424
1768757534,30,,Aggregated,24.200000,0.000000,6,7,7,7,8,9,11,14,29,29,29,898,0,6,6.661046325174303,4.090700000233483,28.55219999946712,497.25389755011133
1768757535,30,,Aggregated,24.200000,0.000000,6,7,7,7,8,9,11,13,29,29,29,919,0,6,6.659776713833126,4.090700000233483,28.55219999946712,499.56800870511427
1768757536,30,,Aggregated,24.700000,0.000000,6,7,7,7,8,9,11,13,29,29,29,945,0,6,6.6478148148321665,4.090700000233483,28.55219999946712,499.21798941798943
1768757537,30,,Aggregated,24.600000,0.000000,6,7,7,7,8,9,11,13,29,29,29,968,0,6,6.650002376060859,4.090700000233483,28.55219999946712,501.43698347107437
1768757538,30,,Aggregated,24.600000,0.000000,6,7,7,7,8,9,11,14,29,29,29,989,0,6,6.673096056648375,4.090700000233483,28.55219999946712,506.50859453993934
1768757539,30,,Aggregated,24.400000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1015,0,6,6.706161773421305,4.090700000233483,28.55219999946712,506.08669950738914
1768757540,30,,Aggregated,23.800000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1036,0,6,6.716832432451237,4.090700000233483,28.55219999946712,505.2007722007722
1768757541,30,,Aggregated,24.300000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1058,0,6,6.710729017027565,4.090700000233483,28.55219999946712,502.9678638941399
1768757542,30,,Aggregated,23.900000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1085,0,6,6.704806820295664,4.090700000233483,28.55219999946712,504.06451612903226
1768757543,30,,Aggregated,23.400000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1113,0,6,6.718745552585159,4.085300000951975,28.55219999946712,502.8292902066487
1768757544,30,,Aggregated,24.000000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1131,0,6,6.723701061035945,4.085300000951975,28.55219999946712,498.82493368700267
1768757545,30,,Aggregated,23.600000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1156,0,6,6.723768512140545,4.085300000951975,28.55219999946712,499.98096885813146
1768757546,30,,Aggregated,23.300000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1176,0,6,6.714819557854672,4.085300000951975,28.55219999946712,500.6998299319728
1768757547,30,,Aggregated,23.500000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1200,0,6,6.708357166694441,4.085300000951975,28.55219999946712,499.1925
1768757548,30,,Aggregated,23.000000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1224,0,6,6.7025042483980535,4.085300000951975,28.55219999946712,499.91993464052285
1768757549,30,,Aggregated,23.500000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1250,0,6,6.701656240028387,4.085300000951975,28.55219999946712,499.244
1768757550,30,,Aggregated,23.700000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1275,0,6,6.697210431405384,4.085300000951975,28.55219999946712,503.23843137254903
1768757551,30,,Aggregated,23.100000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1297,0,6,6.693810254465765,4.085300000951975,28.55219999946712,502.8134155744025
1768757552,30,,Aggregated,23.800000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1320,0,6,6.6925433333670465,4.085300000951975,28.55219999946712,503.9280303030303
1768757553,30,,Aggregated,23.700000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1342,0,6,6.686492772017412,4.085300000951975,28.55219999946712,502.39865871833086
1768757554,30,,Aggregated,23.000000,0.000000,6,7,7,7,8,9,11,13,26,29,29,1364,0,6,6.678454252235702,4.085300000951975,28.55219999946712,499.5359237536657
1768757555,30,,Aggregated,23.100000,0.000000,6,7,7,7,8,9,11,13,26,29,29,1387,0,6,6.676695313663246,4.085300000951975,28.55219999946712,498.86445565969717
1768757556,30,,Aggregated,23.000000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1414,0,6,6.667664851521002,4.085300000951975,28.55219999946712,500.2086280056577
1768757557,30,,Aggregated,22.600000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1437,0,6,6.667538204626632,4.085300000951975,28.55219999946712,504.17814892136397
1768757558,30,,Aggregated,23.500000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1460,0,6,6.664172739760009,4.085300000951975,28.55219999946712,505.0308219178082
1768757559,30,,Aggregated,23.200000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1485,0,6,6.656790976466246,4.085300000951975,28.55219999946712,503.8936026936027
1768757560,30,,Aggregated,23.400000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1506,0,6,6.6494405046829215,4.085300000951975,28.55219999946712,505.34395750332004
1768757561,30,,Aggregated,23.800000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1529,0,6,6.643539960790783,4.085300000951975,28.55219999946712,506.2812295618051
1768757562,30,,Aggregated,22.800000,0.000000,6,7,7,7,8,9,10,12,26,29,29,1554,0,6,6.637005083684645,4.085300000951975,28.55219999946712,504.7921492921493
1768757563,30,,Aggregated,23.100000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1580,0,6,6.639809556988059,4.085300000951975,28.55219999946712,506.62974683544303
1768757564,30,,Aggregated,22.800000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1601,0,6,6.641830918202751,4.085300000951975,28.55219999946712,506.96752029981263
1768757565,30,,Aggregated,23.200000,0.000000,6,7,7,7,8,9,11,12,26,29,29,1626,0,6,6.647128659312687,4.085300000951975,28.55219999946712,505.039975399754
1768757566,30,,Aggregated,23.600000,0.000000,6,7,7,7,8,9,10,12,26,29,29,1653,0,6,6.648980822769093,4.085300000951975,28.55219999946712,506.56261343012704
1768757567,30,,Aggregated,23.700000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1677,0,6,6.669771377484231,4.085300000951975,28.55219999946712,508.0530709600477
1768757568,30,,Aggregated,23.800000,0.000000,6,7,7,8,8,9,11,13,26,29,29,1697,0,6,6.6787339422771055,4.085300000951975,28.55219999946712,507.98880377136123
1768757569,30,,Aggregated,24.000000,0.000000,6,7,7,8,8,9,11,12,26,29,29,1725,0,6,6.678428231908069,4.085300000951975,28.55219999946712,510.62434782608693
1768757570,30,,Aggregated,23.700000,0.000000,6,7,7,8,8,9,11,12,26,29,29,1746,0,6,6.684316151225572,4.085300000951975,28.55219999946712,513.3865979381443
1768757571,30,,Aggregated,23.300000,0.000000,6,7,7,8,8,9,11,12,26,29,29,1768,0,6,6.690038348441666,4.085300000951975,28.55219999946712,513.5152714932127
1768757572,30,,Aggregated,23.800000,0.000000,6,7,7,8,8,9,11,12,26,29,29,1791,0,6,6.689341038550796,4.085300000951975,28.55219999946712,512.3729759910665
1768757573,30,,Aggregated,23.900000,0.000000,6,7,7,8,8,9,11,12,26,29,29,1816,0,6,6.69077824892108,4.085300000951975,28.55219999946712,512.215308370044
1768757574,30,,Aggregated,24.200000,0.000000,6,7,7,8,8,9,11,12,26,29,29,1839,0,6,6.710952419816472,4.085300000951975,28.55219999946712,512.9032082653616
1768757575,30,,Aggregated,23.800000,0.000000,6,7,7,8,8,10,11,13,26,29,29,1866,0,6,6.7581127009873585,4.085300000951975,28.55219999946712,512.1779206859593
1768757576,30,,Aggregated,23.900000,0.000000,6,7,7,8,8,10,11,13,26,29,29,1888,0,6,6.773609904681599,4.085300000951975,28.55219999946712,513.7807203389831
1768757577,30,,Aggregated,23.600000,0.000000,6,7,7,8,9,10,12,13,26,29,29,1909,0,6,6.797288475662206,4.085300000951975,28.55219999946712,513.0466212676794
1768757578,30,,Aggregated,23.200000,0.000000,6,7,7,8,9,10,12,13,26,29,29,1930,0,6,6.799326580331802,4.085300000951975,28.55219999946712,514.9497409326425
1768757579,30,,Aggregated,23.400000,0.000000,6,7,7,8,9,10,12,13,26,29,29,1949,0,6,6.802341713720774,4.085300000951975,28.55219999946712,515.5264238070805
1768757580,30,,Aggregated,23.300000,0.000000,6,7,7,8,9,10,12,13,26,29,29,1971,0,6,6.8198968036741885,4.085300000951975,28.55219999946712,516.8670725520041
1768757581,30,,Aggregated,22.600000,0.000000,6,7,7,8,9,10,12,13,29,31,31,1993,0,6,6.848595885620512,4.085300000951975,30.67139999984647,518.0356246864025
1768757582,30,,Aggregated,22.500000,0.000000,6,7,7,8,9,10,12,15,26,31,31,2024,0,6,6.896861363656182,4.085300000951975,30.67139999984647,517.7154150197629
1768757583,30,,Aggregated,22.500000,0.000000,6,7,7,8,9,10,12,15,26,31,31,2043,0,6,6.891908712699254,4.085300000951975,30.67139999984647,519.1164953499755
1768757584,30,,Aggregated,22.700000,0.000000,6,7,7,8,9,10,12,15,26,31,31,2068,0,6,6.918102417817666,4.085300000951975,30.67139999984647,520.384912959381
1768757585,30,,Aggregated,22.800000,0.000000,6,7,7,8,9,10,12,15,26,31,31,2090,0,6,6.926101435431881,4.085300000951975,30.67139999984647,522.4090909090909
1768757586,30,,Aggregated,22.500000,0.000000,6,7,7,8,9,10,12,16,28,31,31,2112,0,6,6.947167376918887,4.085300000951975,30.67139999984647,521.6680871212121
1768757587,30,,Aggregated,22.900000,0.000000,6,7,7,8,9,10,12,16,28,31,31,2137,0,6,6.956026064601053,4.085300000951975,30.67139999984647,520.3579784744969
1768757588,30,,Aggregated,22.500000,0.000000,6,7,8,8,9,10,12,16,28,31,31,2159,0,6,6.974641222811664,4.085300000951975,30.67139999984647,521.0347383047707
1768757589,30,,Aggregated,22.100000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2182,0,7,6.975842621473109,4.085300000951975,30.67139999984647,519.1072410632447
1768757590,30,,Aggregated,22.400000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2206,0,6,6.973283952882631,4.085300000951975,30.67139999984647,519.0734360834089
1768757591,30,,Aggregated,23.200000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2229,0,7,6.977584118463611,4.085300000951975,30.67139999984647,519.2135486765366
1768757592,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2251,0,7,6.987469080431903,4.085300000951975,30.67139999984647,518.9928920479787
1768757593,30,,Aggregated,23.000000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2275,0,7,6.991365186835397,4.085300000951975,30.67139999984647,517.1323076923077
1768757594,30,,Aggregated,22.800000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2295,0,7,6.989108845333796,4.085300000951975,30.67139999984647,518.3908496732026
1768757595,30,,Aggregated,22.300000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2322,0,7,6.9975911714206225,4.085300000951975,30.67139999984647,517.9982773471146
1768757596,30,,Aggregated,23.100000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2346,0,7,6.999846291576192,4.085300000951975,30.67139999984647,518.1023017902813
1768757597,30,,Aggregated,22.500000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2370,0,7,7.0208462447437405,4.085300000951975,30.67139999984647,517.7080168776371
1768757598,30,,Aggregated,22.900000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2392,0,7,7.030498035135034,4.085300000951975,30.67139999984647,517.7608695652174
1768757599,30,,Aggregated,23.600000,0.000000,7,7,8,8,9,10,12,15,28,31,31,2416,0,7,7.039367715250085,4.085300000951975,30.67139999984647,518.4014900662252
1768757600,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,15,28,31,31,2440,0,7,7.038739344279449,4.085300000951975,30.67139999984647,518.7418032786885
1768757601,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2465,0,7,7.066621987848261,4.085300000951975,30.67139999984647,518.2352941176471
1768757602,30,,Aggregated,23.500000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2481,0,7,7.076688875471865,4.085300000951975,30.67139999984647,518.049576783555
1768757603,30,,Aggregated,23.000000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2504,0,7,7.081059345066209,4.085300000951975,30.67139999984647,519.0551118210863
1768757604,30,,Aggregated,23.300000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2525,0,7,7.081256000020214,4.085300000951975,30.67139999984647,519.7972277227723
1768757605,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2551,0,7,7.098753822049476,4.085300000951975,30.67139999984647,521.2077616620933
1768757606,30,,Aggregated,22.500000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2575,0,7,7.097985941764263,4.085300000951975,30.67139999984647,520.1968932038835
1768757607,30,,Aggregated,23.200000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2594,0,7,7.105331033168603,4.085300000951975,30.67139999984647,520.245566692367
1768757608,30,,Aggregated,22.600000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2628,0,7,7.106506392707961,4.085300000951975,30.67139999984647,519.2336377473364
1768757609,30,,Aggregated,22.500000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2643,0,7,7.1076666288455215,4.085300000951975,30.67139999984647,518.364737041241
1768757610,30,,Aggregated,22.500000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2669,0,7,7.117915324105677,4.085300000951975,30.67139999984647,518.7620831772199
1768757611,30,,Aggregated,22.700000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2690,0,7,7.116547397785339,4.085300000951975,30.67139999984647,519.4602230483272
1768757612,30,,Aggregated,22.300000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2716,0,7,7.1078338733581745,4.085300000951975,30.67139999984647,518.5994108983799
1768757613,30,,Aggregated,23.000000,0.000000,7,7,8,8,9,10,13,16,28,31,31,2741,0,7,7.107552389652997,4.085300000951975,30.67139999984647,518.6541408245166
1768757614,30,,Aggregated,22.400000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2764,0,7,7.1019685600719615,4.085300000951975,30.67139999984647,520.1324167872648
1768757615,30,,Aggregated,22.900000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2790,0,7,7.096034301087792,4.085300000951975,30.67139999984647,520.5308243727599
1768757616,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2816,0,7,7.088766406261791,4.085300000951975,30.67139999984647,520.2212357954545
1768757617,30,,Aggregated,23.500000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2840,0,7,7.087093415505568,4.085300000951975,30.67139999984647,519.6992957746479
1768757618,30,,Aggregated,24.100000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2860,0,7,7.081982762251024,4.085300000951975,30.67139999984647,519.0272727272727
1768757619,30,,Aggregated,23.800000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2889,0,7,7.071979889247337,4.085300000951975,30.67139999984647,518.4762893734857
1768757620,30,,Aggregated,24.000000,0.000000,7,7,8,8,9,10,12,15,28,31,31,2907,0,7,7.068129102177202,4.085300000951975,30.67139999984647,518.4564843481252
1768757621,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,15,28,31,31,2930,0,7,7.065340034140727,4.085300000951975,30.67139999984647,517.5153583617747
1768757622,30,,Aggregated,23.900000,0.000000,7,7,8,8,9,10,12,15,28,31,31,2953,0,7,7.061460717924624,4.085300000951975,30.67139999984647,517.3291567897054
1768757623,30,,Aggregated,23.600000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2975,0,7,7.061887226902567,4.085300000951975,30.67139999984647,516.073949579832
1768757624,30,,Aggregated,23.900000,0.000000,7,7,8,8,9,10,12,16,28,31,31,2999,0,7,7.0670389463258685,4.085300000951975,30.67139999984647,515.3437812604201
1768757625,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3022,0,7,7.065981568508213,4.085300000951975,30.67139999984647,515.1823295830576
1768757626,30,,Aggregated,23.300000,0.000000,7,7,8,8,9,10,12,16,28,31,31,3044,0,7,7.068534034177006,4.085300000951975,30.67139999984647,515.8268725361366
1768757627,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,16,28,31,31,3066,0,7,7.065045499032186,4.085300000951975,30.67139999984647,516.047619047619
1768757628,30,,Aggregated,22.700000,0.000000,7,7,8,8,9,10,12,16,28,31,31,3089,0,7,7.0627156685128,4.085300000951975,30.67139999984647,515.3389446422791
1768757629,30,,Aggregated,22.700000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3112,0,7,7.05794910027063,4.085300000951975,30.67139999984647,514.7332904884319
1768757630,30,,Aggregated,22.500000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3134,0,7,7.0525294192858174,4.085300000951975,30.67139999984647,513.5638162093171
1768757631,30,,Aggregated,22.900000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3156,0,7,7.0502775348694575,4.085300000951975,30.67139999984647,513.7579214195184
1768757632,30,,Aggregated,22.500000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3174,0,7,7.04736666668101,4.085300000951975,30.67139999984647,514.3005671077505
1768757633,30,,Aggregated,22.400000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3198,0,7,7.042540462805924,4.085300000951975,30.67139999984647,514.743277048155
1768757634,30,,Aggregated,22.600000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3226,0,7,7.040935554883162,4.085300000951975,30.67139999984647,514.4683818970861
1768757635,30,,Aggregated,22.600000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3246,0,7,7.041233056085573,4.085300000951975,30.67139999984647,514.3351817621689
1768757636,30,,Aggregated,22.100000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3273,0,7,7.033911824032914,4.085300000951975,30.67139999984647,513.6694164375191
1768757637,30,,Aggregated,22.100000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3299,0,7,7.026797696288778,4.085300000951975,30.67139999984647,513.5477417399212
1768757638,30,,Aggregated,22.600000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3321,0,7,7.020855706128674,4.085300000951975,30.67139999984647,514.0316169828365
1768757639,30,,Aggregated,22.900000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3343,0,7,7.014851839682447,4.085300000951975,30.67139999984647,513.7666766377505
1768757640,30,,Aggregated,23.000000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3367,0,7,7.008542381959409,4.085300000951975,30.67139999984647,513.2254232254232
1768757641,30,,Aggregated,23.100000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3387,0,7,7.009395069399635,4.085300000951975,30.67139999984647,514.1600236197224
1768757642,30,,Aggregated,22.600000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3412,0,7,7.007038833545124,4.085300000951975,30.67139999984647,513.478898007034
1768757643,30,,Aggregated,23.100000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3439,0,7,7.013680023281261,4.085300000951975,30.67139999984647,513.1090433265484
1768757644,30,,Aggregated,22.800000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3459,0,7,7.014821538034222,4.085300000951975,30.67139999984647,513.3911535125759
1768757645,30,,Aggregated,23.100000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3484,0,7,7.010452238823845,4.085300000951975,30.67139999984647,513.2428243398392
1768757646,30,,Aggregated,23.700000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3512,0,7,7.013213582021409,4.085300000951975,30.67139999984647,514.1016514806378
1768757647,30,,Aggregated,23.200000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3533,0,7,7.016419869815559,4.085300000951975,30.67139999984647,513.8165864704217
1768757648,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3559,0,7,7.02379918517939,4.085300000951975,30.67139999984647,515.177858949143
1768757649,30,,Aggregated,23.300000,0.000000,7,7,8,8,9,10,12,15,28,31,31,3581,0,7,7.021089220903653,4.085300000951975,30.67139999984647,515.3956995252722
1768757650,30,,Aggregated,23.300000,0.000000,7,7,8,8,9,10,12,14,28,31,31,3601,0,7,7.02715090254275,4.085300000951975,30.67139999984647,516.124132185504
1768757651,30,,Aggregated,23.500000,0.000000,7,7,8,8,9,10,12,14,28,31,31,3628,0,7,7.024077894171848,4.085300000951975,30.67139999984647,515.5906835722161
1768757652,30,,Aggregated,23.800000,0.000000,7,7,8,8,9,10,12,14,28,31,31,3648,0,7,7.022196628305098,4.085300000951975,30.67139999984647,515.7105263157895
1768757653,30,,Aggregated,23.400000,0.000000,7,7,8,8,9,10,12,15,29,33,33,3675,0,7,7.037531755120493,4.085300000951975,33.278500000960776,515.6206802721089
1768757655,30,,Aggregated,23.900000,0.000000,7,7,8,8,9,10,12,15,29,33,33,3703,0,7,7.038839292484595,4.085300000951975,33.278500000960776,515.3745611666217
